dataset,pool_label,pool_size,query_id,n_nodes,n_edges,density,n_weak_components,largest_weak_component,largest_scc,is_cyclic,edges_all3_agree,edges_exactly2_agree
hotpotqa,task1_larger,35,5a7166395542994082a3e814,35,104,0.08739495798319327,11,25,1,False,6,98
hotpotqa,task1_larger,35,5a877e5d5542993e715abf7d,35,101,0.08487394957983194,11,25,1,False,0,101
hotpotqa,task1_larger,35,5ab3b0bf5542992ade7c6e39,35,164,0.13781512605042018,8,28,1,False,6,158
hotpotqa,task1_larger,35,5ab56e32554299637185c594,35,170,0.14285714285714285,9,27,1,False,17,153
hotpotqa,task1_larger,35,5ab6d09255429954757d337d,35,151,0.126890756302521,5,31,1,False,31,120
hotpotqa,task1_larger,35,5a75e05c55429976ec32bc5f,35,119,0.1,10,26,1,False,7,112
hotpotqa,task1_larger,35,5ab3e45655429976abd1bcd4,35,186,0.15630252100840336,9,27,1,False,17,169
hotpotqa,task1_larger,35,5ae0d4c9554299603e418468,35,90,0.07563025210084033,8,28,1,False,7,83
hotpotqa,task1_larger,35,5a8133725542995ce29dcbdb,35,196,0.16470588235294117,9,27,1,False,18,178
hotpotqa,task1_larger,35,5ae6050f55429929b0807a5e,35,89,0.07478991596638655,8,28,1,False,0,89
hotpotqa,task1_larger,35,5adddccd5542997dc7907069,35,171,0.14369747899159663,4,32,1,False,65,106
hotpotqa,task1_larger,35,5ae22b8d554299234fd0440f,35,201,0.1689075630252101,9,27,1,False,21,180
hotpotqa,task1_larger,35,5a722b8655429971e9dc9329,35,151,0.126890756302521,12,24,1,False,31,120
hotpotqa,task1_larger,35,5adf37a95542995ec70e8f97,35,262,0.22016806722689075,6,30,1,False,29,233
hotpotqa,task1_larger,35,5abd259d55429924427fcf1a,35,67,0.05630252100840336,12,24,1,False,6,61
hotpotqa,task1_larger,35,5a828c8355429966c78a6a50,35,131,0.11008403361344538,13,23,1,False,9,122
hotpotqa,task1_larger,35,5a8a3e745542996c9b8d5e70,35,148,0.12436974789915967,9,27,1,False,6,142
hotpotqa,task1_larger,35,5ac23ff0554299636651994d,35,67,0.05630252100840336,10,26,1,False,8,59
hotpotqa,task1_larger,35,5ae0361155429925eb1afc2c,35,164,0.13781512605042018,10,26,1,False,39,125
hotpotqa,task1_larger,35,5abc0a5d5542993f40c73c64,35,190,0.15966386554621848,4,32,1,False,4,186
hotpotqa,task1_larger,35,5a7cc50e554299452d57ba3e,35,209,0.17563025210084032,7,29,1,False,10,199
hotpotqa,task1_larger,35,5abf63f15542997ec76fd3ea,35,133,0.11176470588235295,11,25,1,False,11,122
hotpotqa,task1_larger,35,5a8ef2a75542995a26add583,35,68,0.05714285714285714,7,29,1,False,14,54
hotpotqa,task1_larger,35,5a80721b554299485f5985ef,35,168,0.1411764705882353,8,28,1,False,44,124
hotpotqa,task1_larger,35,5ab51dae5542991779162d82,35,123,0.10336134453781512,8,28,1,False,12,111
hotpotqa,task1_larger,35,5a7571135542992d0ec05f98,35,26,0.021848739495798318,9,27,1,False,6,20
hotpotqa,task1_larger,35,5a7a0e1e5542990783324e1a,35,148,0.12436974789915967,7,29,1,False,18,130
hotpotqa,task1_larger,35,5a74106b55429979e288289e,35,92,0.0773109243697479,9,27,1,False,7,85
hotpotqa,task1_larger,35,5a79311755429970f5fffe67,35,53,0.04453781512605042,10,26,1,False,7,46
hotpotqa,task1_larger,35,5ab2d3df554299194fa9352c,35,128,0.10756302521008404,8,28,1,False,17,111
hotpotqa,task1_larger,35,5a760ab65542994ccc918697,35,82,0.06890756302521009,13,23,1,False,2,80
hotpotqa,task1_larger,35,5a7d54165542995f4f402256,35,201,0.1689075630252101,8,28,1,False,29,172
hotpotqa,task1_larger,35,5ab859a955429934fafe6d7b,35,66,0.05546218487394958,17,19,1,False,2,64
hotpotqa,task1_larger,35,5add61d65542995b365fab21,35,98,0.08235294117647059,14,22,1,False,3,95
hotpotqa,task1_larger,35,5abbf698554299114383a0b5,35,173,0.1453781512605042,6,30,1,False,25,148
hotpotqa,task1_larger,35,5ab84bf555429916710eb01f,35,122,0.10252100840336134,7,29,1,False,6,116
hotpotqa,task1_larger,35,5ab96ab755429970cfb8eacd,35,180,0.15126050420168066,11,25,1,False,17,163
hotpotqa,task1_larger,35,5a8a43eb5542996c9b8d5e82,35,69,0.05798319327731093,14,22,1,False,0,69
hotpotqa,task1_larger,35,5a7320565542991f9a20c61d,35,77,0.06470588235294118,12,24,1,False,2,75
hotpotqa,task1_larger,35,5a8b20335542996c9b8d5fb3,35,307,0.25798319327731095,4,32,1,False,81,226
hotpotqa,task1_larger,35,5a85fb085542994775f606de,35,174,0.146218487394958,7,29,1,False,3,171
hotpotqa,task1_larger,35,5a8f4c8d554299458435d5a3,35,58,0.04873949579831933,18,18,1,False,0,58
hotpotqa,task1_larger,35,5a80840f554299485f59863b,35,63,0.052941176470588235,11,25,1,False,1,62
hotpotqa,task1_larger,35,5ae7ba7a5542993210983f12,35,111,0.09327731092436975,14,22,1,False,0,111
hotpotqa,task1_larger,35,5ac2acff55429921a00ab02b,35,85,0.07142857142857142,12,24,1,False,1,84
bright,canonical,20,biology:0,20,0,0,20,1,1,False,0,0
bright,canonical,20,biology:1,20,8,0.021052631578947368,12,9,1,False,0,8
bright,canonical,20,biology:2,20,17,0.04473684210526316,3,18,1,False,3,14
bright,canonical,20,biology:3,20,26,0.06842105263157895,9,12,1,False,0,26
bright,canonical,20,biology:4,20,16,0.042105263157894736,10,7,1,False,0,16
bright,canonical,20,biology:5,20,32,0.08421052631578947,5,16,1,False,3,29
bright,canonical,20,biology:6,20,33,0.0868421052631579,9,12,1,False,0,33
bright,canonical,20,biology:7,20,30,0.07894736842105263,1,20,1,False,3,27
bright,canonical,20,biology:8,20,31,0.08157894736842106,4,17,1,False,7,24
bright,canonical,20,biology:9,20,59,0.15526315789473685,2,19,1,False,17,42
bright,canonical,20,biology:10,20,22,0.05789473684210526,3,18,1,False,1,21
bright,canonical,20,biology:11,20,7,0.018421052631578946,14,7,1,False,0,7
bright,canonical,20,biology:12,20,32,0.08421052631578947,3,18,1,False,3,29
bright,canonical,20,biology:13,20,53,0.1394736842105263,4,17,1,False,11,42
bright,canonical,20,biology:14,20,15,0.039473684210526314,11,10,1,False,0,15
bright,canonical,20,biology:15,20,2,0.005263157894736842,18,3,1,False,0,2
bright,canonical,20,biology:16,20,3,0.007894736842105263,17,4,1,False,0,3
bright,canonical,20,biology:17,20,50,0.13157894736842105,1,20,1,False,8,42
bright,canonical,20,biology:18,20,3,0.007894736842105263,17,4,1,False,0,3
bright,canonical,20,biology:19,20,13,0.034210526315789476,9,12,1,False,0,13
bright,canonical,20,biology:20,20,23,0.060526315789473685,10,11,1,False,3,20
bright,canonical,20,biology:21,20,36,0.09473684210526316,7,14,1,False,2,34
bright,canonical,20,biology:22,20,20,0.05263157894736842,4,17,1,False,0,20
bright,canonical,20,biology:23,20,1,0.002631578947368421,19,2,1,False,0,1
bright,canonical,20,biology:24,20,42,0.11052631578947368,2,19,1,False,5,37
bright,canonical,20,biology:25,20,24,0.06315789473684211,6,15,1,False,0,24
bright,canonical,20,biology:26,20,5,0.013157894736842105,15,6,1,False,0,5
bright,canonical,20,biology:27,20,33,0.0868421052631579,1,20,1,False,0,33
bright,canonical,20,biology:28,20,25,0.06578947368421052,8,13,1,False,2,23
bright,canonical,20,biology:29,20,45,0.11842105263157894,2,19,1,False,6,39
bright,canonical,20,biology:30,20,41,0.10789473684210527,1,20,1,False,9,32
bright,canonical,20,biology:31,20,54,0.14210526315789473,1,20,1,False,7,47
bright,canonical,20,biology:32,20,3,0.007894736842105263,17,4,1,False,0,3
bright,canonical,20,biology:33,20,32,0.08421052631578947,7,14,1,False,0,32
bright,canonical,20,biology:34,20,18,0.04736842105263158,8,13,1,False,0,18
bright,canonical,20,biology:35,20,15,0.039473684210526314,11,10,1,False,0,15
bright,canonical,20,biology:36,20,29,0.07631578947368421,8,13,1,False,1,28
bright,canonical,20,biology:37,20,3,0.007894736842105263,17,3,1,False,0,3
bright,canonical,20,biology:38,20,31,0.08157894736842106,4,17,1,False,3,28
bright,canonical,20,biology:39,20,34,0.08947368421052632,3,18,1,False,6,28
bright,canonical,20,biology:40,20,8,0.021052631578947368,13,8,1,False,0,8
bright,canonical,20,biology:41,20,18,0.04736842105263158,10,11,1,False,0,18
bright,canonical,20,biology:42,20,8,0.021052631578947368,15,6,1,False,0,8
bright,canonical,20,biology:43,20,13,0.034210526315789476,9,12,1,False,0,13
bright,canonical,20,biology:44,20,22,0.05789473684210526,6,15,1,False,0,22
bright,canonical,20,biology:45,20,2,0.005263157894736842,18,3,1,False,0,2
bright,canonical,20,biology:46,20,2,0.005263157894736842,18,3,1,False,0,2
bright,canonical,20,biology:47,20,9,0.02368421052631579,13,8,1,False,0,9
bright,canonical,20,biology:48,20,7,0.018421052631578946,15,6,1,False,0,7
bright,canonical,20,biology:49,20,4,0.010526315789473684,16,3,1,False,0,4
bright,task1_larger,50,biology:0,50,0,0,50,1,1,False,0,0
bright,task1_larger,50,biology:1,50,8,0.0032653061224489797,42,9,1,False,1,7
bright,task1_larger,50,biology:2,50,28,0.011428571428571429,22,29,1,False,3,25
bright,task1_larger,50,biology:3,50,26,0.010612244897959184,39,12,1,False,0,26
bright,task1_larger,50,biology:4,50,49,0.02,24,18,1,False,0,49
bright,task1_larger,50,biology:5,50,82,0.03346938775510204,20,31,1,False,3,79
bright,task1_larger,50,biology:6,50,34,0.013877551020408163,39,12,1,False,0,34
bright,task1_larger,50,biology:7,50,65,0.026530612244897958,17,34,1,False,3,62
bright,task1_larger,50,biology:8,50,59,0.024081632653061225,21,30,1,False,7,52
bright,task1_larger,50,biology:9,50,138,0.0563265306122449,17,34,1,False,17,121
bright,task1_larger,50,biology:10,50,29,0.01183673469387755,30,21,1,False,1,28
bright,task1_larger,50,biology:11,50,13,0.005306122448979592,38,13,1,False,0,13
bright,task1_larger,50,biology:12,50,40,0.0163265306122449,30,21,1,False,3,37
bright,task1_larger,50,biology:13,50,81,0.03306122448979592,25,26,1,False,8,73
bright,task1_larger,50,biology:14,50,14,0.005714285714285714,41,10,1,False,0,14
bright,task1_larger,50,biology:15,50,2,0.0008163265306122449,48,3,1,False,0,2
bright,task1_larger,50,biology:16,50,3,0.0012244897959183673,47,4,1,False,0,3
bright,task1_larger,50,biology:17,50,76,0.031020408163265307,22,29,1,False,7,69
bright,task1_larger,50,biology:18,50,3,0.0012244897959183673,47,4,1,False,0,3
bright,task1_larger,50,biology:19,50,13,0.005306122448979592,39,12,1,False,0,13
bright,task1_larger,50,biology:20,50,24,0.009795918367346938,40,11,1,False,3,21
bright,task1_larger,50,biology:21,50,37,0.015102040816326531,37,14,1,False,2,35
bright,task1_larger,50,biology:22,50,20,0.00816326530612245,34,17,1,False,0,20
bright,task1_larger,50,biology:23,50,1,0.00040816326530612246,49,2,1,False,0,1
bright,task1_larger,50,biology:24,50,59,0.024081632653061225,25,26,1,False,4,55
bright,task1_larger,50,biology:25,50,29,0.01183673469387755,34,17,1,False,0,29
bright,task1_larger,50,biology:26,50,5,0.0020408163265306124,45,6,1,False,0,5
bright,task1_larger,50,biology:27,50,55,0.022448979591836733,25,26,1,False,0,55
bright,task1_larger,50,biology:28,50,25,0.01020408163265306,38,13,1,False,2,23
bright,task1_larger,50,biology:29,50,59,0.024081632653061225,30,21,1,False,6,53
bright,task1_larger,50,biology:30,50,82,0.03346938775510204,15,36,1,False,9,73
bright,task1_larger,50,biology:31,50,92,0.037551020408163265,26,25,1,False,10,82
bright,task1_larger,50,biology:32,50,3,0.0012244897959183673,47,4,1,False,0,3
bright,task1_larger,50,biology:33,50,32,0.013061224489795919,37,14,1,False,0,32
bright,task1_larger,50,biology:34,50,13,0.005306122448979592,39,12,1,False,0,13
bright,task1_larger,50,biology:35,50,15,0.006122448979591836,41,10,1,False,0,15
bright,task1_larger,50,biology:36,50,30,0.012244897959183673,38,13,1,False,1,29
bright,task1_larger,50,biology:37,50,3,0.0012244897959183673,47,3,1,False,0,3
bright,task1_larger,50,biology:38,50,31,0.012653061224489797,34,17,1,False,4,27
bright,task1_larger,50,biology:39,50,52,0.02122448979591837,25,26,1,False,6,46
bright,task1_larger,50,biology:40,50,8,0.0032653061224489797,43,8,1,False,0,8
bright,task1_larger,50,biology:41,50,18,0.007346938775510204,40,11,1,False,0,18
bright,task1_larger,50,biology:42,50,8,0.0032653061224489797,45,6,1,False,0,8
bright,task1_larger,50,biology:43,50,35,0.014285714285714285,33,18,1,False,0,35
bright,task1_larger,50,biology:44,50,22,0.008979591836734694,36,15,1,False,0,22
bright,task1_larger,50,biology:45,50,2,0.0008163265306122449,48,3,1,False,0,2
bright,task1_larger,50,biology:46,50,2,0.0008163265306122449,48,3,1,False,0,2
bright,task1_larger,50,biology:47,50,8,0.0032653061224489797,43,8,1,False,0,8
bright,task1_larger,50,biology:48,50,7,0.002857142857142857,45,6,1,False,0,7
bright,task1_larger,50,biology:49,50,4,0.0016326530612244899,46,3,1,False,0,4
