dataset,pool_label,regime,query_id,post_pool_removed_count,pre_pool_removed_count,removed_edge_jaccard
fiqa,task1_larger,ms2,71,0,0,1.0
fiqa,task1_larger,ms2,72,0,0,1.0
fiqa,task1_larger,ms2,74,0,0,1.0
fiqa,task1_larger,ms2,75,0,0,1.0
fiqa,task1_larger,ms2,76,0,0,1.0
fiqa,task1_larger,ms2,78,0,0,1.0
fiqa,task1_larger,ms2,80,0,0,1.0
fiqa,task1_larger,ms2,81,0,0,1.0
fiqa,task1_larger,ms2,82,0,0,1.0
fiqa,task1_larger,ms2,83,0,0,1.0
fiqa,task1_larger,ms2,85,0,0,1.0
fiqa,task1_larger,ms2,86,0,0,1.0
fiqa,task1_larger,ms2,87,0,0,1.0
fiqa,task1_larger,ms2,88,0,0,1.0
fiqa,task1_larger,ms2,9,0,0,1.0
fiqa,task1_larger,ms2,91,0,0,1.0
fiqa,task1_larger,ms2,92,0,0,1.0
fiqa,task1_larger,ms2,93,0,0,1.0
fiqa,task1_larger,ms2,95,0,0,1.0
fiqa,task1_larger,ms2,96,0,0,1.0
fiqa,task1_larger,ms2,97,0,0,1.0
fiqa,task1_larger,ms2,99,0,0,1.0
hotpotqa,canonical,ms1,5a7166395542994082a3e814,0,0,1.0
hotpotqa,canonical,ms1,5a722b8655429971e9dc9329,0,1,0.0
hotpotqa,canonical,ms1,5a7320565542991f9a20c61d,0,0,1.0
hotpotqa,canonical,ms1,5a74106b55429979e288289e,1,1,1.0
hotpotqa,canonical,ms1,5a7571135542992d0ec05f98,0,0,1.0
hotpotqa,canonical,ms1,5a75e05c55429976ec32bc5f,1,2,0.5
hotpotqa,canonical,ms1,5a760ab65542994ccc918697,0,0,1.0
hotpotqa,canonical,ms1,5a79311755429970f5fffe67,6,7,0.8571428571428571
hotpotqa,canonical,ms1,5a7a0e1e5542990783324e1a,0,0,1.0
hotpotqa,canonical,ms1,5a7bbb64554299042af8f7cc,1,1,1.0
hotpotqa,canonical,ms1,5a7cc50e554299452d57ba3e,3,3,1.0
hotpotqa,canonical,ms1,5a7d54165542995f4f402256,1,1,1.0
hotpotqa,canonical,ms1,5a80721b554299485f5985ef,3,4,0.75
hotpotqa,canonical,ms1,5a80840f554299485f59863b,0,0,1.0
hotpotqa,canonical,ms1,5a8133725542995ce29dcbdb,15,15,1.0
hotpotqa,canonical,ms1,5a828c8355429966c78a6a50,0,0,1.0
hotpotqa,canonical,ms1,5a85b2d95542997b5ce40028,0,0,1.0
hotpotqa,canonical,ms1,5a85ea095542994775f606a8,6,0,0.0
hotpotqa,canonical,ms1,5a85fb085542994775f606de,0,0,1.0
hotpotqa,canonical,ms1,5a877e5d5542993e715abf7d,0,0,1.0
hotpotqa,canonical,ms1,5a87ab905542996e4f3088c1,0,0,1.0
hotpotqa,canonical,ms1,5a8a3e745542996c9b8d5e70,0,0,1.0
hotpotqa,canonical,ms1,5a8a43eb5542996c9b8d5e82,0,0,1.0
hotpotqa,canonical,ms1,5a8b20335542996c9b8d5fb3,5,0,0.0
hotpotqa,canonical,ms1,5a8c7595554299585d9e36b6,0,0,1.0
hotpotqa,canonical,ms1,5a8e3ea95542995a26add48d,0,0,1.0
hotpotqa,canonical,ms1,5a8ef2a75542995a26add583,0,0,1.0
hotpotqa,canonical,ms1,5a8f4c8d554299458435d5a3,0,0,1.0
hotpotqa,canonical,ms1,5ab2d3df554299194fa9352c,1,4,0.25
hotpotqa,canonical,ms1,5ab3b0bf5542992ade7c6e39,6,5,0.8333333333333334
hotpotqa,canonical,ms1,5ab3e45655429976abd1bcd4,0,0,1.0
hotpotqa,canonical,ms1,5ab51dae5542991779162d82,0,2,0.0
hotpotqa,canonical,ms1,5ab56e32554299637185c594,0,0,1.0
hotpotqa,canonical,ms1,5ab6d09255429954757d337d,5,6,0.375
hotpotqa,canonical,ms1,5ab84bf555429916710eb01f,5,5,0.6666666666666666
hotpotqa,canonical,ms1,5ab859a955429934fafe6d7b,0,0,1.0
hotpotqa,canonical,ms1,5ab96ab755429970cfb8eacd,5,3,0.6
hotpotqa,canonical,ms1,5abbf698554299114383a0b5,7,7,0.4
hotpotqa,canonical,ms1,5abc0a5d5542993f40c73c64,3,3,1.0
hotpotqa,canonical,ms1,5abd259d55429924427fcf1a,0,0,1.0
hotpotqa,canonical,ms1,5abf63f15542997ec76fd3ea,0,0,1.0
hotpotqa,canonical,ms1,5ac23ff0554299636651994d,0,0,1.0
hotpotqa,canonical,ms1,5ac2acff55429921a00ab02b,0,0,1.0
hotpotqa,canonical,ms1,5adbf0a255429947ff17385a,1,1,1.0
hotpotqa,canonical,ms1,5add61d65542995b365fab21,10,13,0.4375
hotpotqa,canonical,ms1,5adddccd5542997dc7907069,0,0,1.0
hotpotqa,canonical,ms1,5adf37a95542995ec70e8f97,0,0,1.0
hotpotqa,canonical,ms1,5ae0361155429925eb1afc2c,2,3,0.6666666666666666
hotpotqa,canonical,ms1,5ae0d4c9554299603e418468,0,0,1.0
hotpotqa,canonical,ms1,5ae22b8d554299234fd0440f,6,6,1.0
hotpotqa,canonical,ms1,5ae6050f55429929b0807a5e,4,3,0.75
hotpotqa,canonical,ms1,5ae7ba7a5542993210983f12,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7166395542994082a3e814,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a722b8655429971e9dc9329,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7320565542991f9a20c61d,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a74106b55429979e288289e,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7571135542992d0ec05f98,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a75e05c55429976ec32bc5f,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a760ab65542994ccc918697,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a79311755429970f5fffe67,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7a0e1e5542990783324e1a,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7bbb64554299042af8f7cc,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7cc50e554299452d57ba3e,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a7d54165542995f4f402256,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a80721b554299485f5985ef,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a80840f554299485f59863b,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8133725542995ce29dcbdb,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a828c8355429966c78a6a50,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a85b2d95542997b5ce40028,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a85ea095542994775f606a8,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a85fb085542994775f606de,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a877e5d5542993e715abf7d,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a87ab905542996e4f3088c1,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8a3e745542996c9b8d5e70,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8a43eb5542996c9b8d5e82,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8b20335542996c9b8d5fb3,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8c7595554299585d9e36b6,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8e3ea95542995a26add48d,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8ef2a75542995a26add583,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5a8f4c8d554299458435d5a3,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab2d3df554299194fa9352c,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab3b0bf5542992ade7c6e39,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab3e45655429976abd1bcd4,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab51dae5542991779162d82,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab56e32554299637185c594,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab6d09255429954757d337d,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab84bf555429916710eb01f,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab859a955429934fafe6d7b,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ab96ab755429970cfb8eacd,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5abbf698554299114383a0b5,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5abc0a5d5542993f40c73c64,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5abd259d55429924427fcf1a,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5abf63f15542997ec76fd3ea,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ac23ff0554299636651994d,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ac2acff55429921a00ab02b,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5adbf0a255429947ff17385a,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5add61d65542995b365fab21,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5adddccd5542997dc7907069,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5adf37a95542995ec70e8f97,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ae0361155429925eb1afc2c,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ae0d4c9554299603e418468,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ae22b8d554299234fd0440f,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ae6050f55429929b0807a5e,0,0,1.0
hotpotqa,canonical,ms1_drop_mutual,5ae7ba7a5542993210983f12,0,0,1.0
hotpotqa,canonical,ms2,5a7166395542994082a3e814,0,0,1.0
hotpotqa,canonical,ms2,5a722b8655429971e9dc9329,0,0,1.0
hotpotqa,canonical,ms2,5a7320565542991f9a20c61d,0,0,1.0
hotpotqa,canonical,ms2,5a74106b55429979e288289e,0,0,1.0
hotpotqa,canonical,ms2,5a7571135542992d0ec05f98,0,0,1.0
hotpotqa,canonical,ms2,5a75e05c55429976ec32bc5f,0,0,1.0
hotpotqa,canonical,ms2,5a760ab65542994ccc918697,0,0,1.0
hotpotqa,canonical,ms2,5a79311755429970f5fffe67,0,0,1.0
hotpotqa,canonical,ms2,5a7a0e1e5542990783324e1a,0,0,1.0
hotpotqa,canonical,ms2,5a7bbb64554299042af8f7cc,0,0,1.0
hotpotqa,canonical,ms2,5a7cc50e554299452d57ba3e,0,0,1.0
hotpotqa,canonical,ms2,5a7d54165542995f4f402256,0,0,1.0
hotpotqa,canonical,ms2,5a80721b554299485f5985ef,0,0,1.0
hotpotqa,canonical,ms2,5a80840f554299485f59863b,0,0,1.0
hotpotqa,canonical,ms2,5a8133725542995ce29dcbdb,0,0,1.0
hotpotqa,canonical,ms2,5a828c8355429966c78a6a50,0,0,1.0
hotpotqa,canonical,ms2,5a85b2d95542997b5ce40028,0,0,1.0
hotpotqa,canonical,ms2,5a85ea095542994775f606a8,0,0,1.0
hotpotqa,canonical,ms2,5a85fb085542994775f606de,0,0,1.0
hotpotqa,canonical,ms2,5a877e5d5542993e715abf7d,0,0,1.0
hotpotqa,canonical,ms2,5a87ab905542996e4f3088c1,0,0,1.0
hotpotqa,canonical,ms2,5a8a3e745542996c9b8d5e70,0,0,1.0
hotpotqa,canonical,ms2,5a8a43eb5542996c9b8d5e82,0,0,1.0
hotpotqa,canonical,ms2,5a8b20335542996c9b8d5fb3,0,0,1.0
hotpotqa,canonical,ms2,5a8c7595554299585d9e36b6,0,0,1.0
hotpotqa,canonical,ms2,5a8e3ea95542995a26add48d,0,0,1.0
hotpotqa,canonical,ms2,5a8ef2a75542995a26add583,0,0,1.0
hotpotqa,canonical,ms2,5a8f4c8d554299458435d5a3,0,0,1.0
hotpotqa,canonical,ms2,5ab2d3df554299194fa9352c,0,0,1.0
hotpotqa,canonical,ms2,5ab3b0bf5542992ade7c6e39,0,0,1.0
hotpotqa,canonical,ms2,5ab3e45655429976abd1bcd4,0,0,1.0
hotpotqa,canonical,ms2,5ab51dae5542991779162d82,0,0,1.0
hotpotqa,canonical,ms2,5ab56e32554299637185c594,0,0,1.0
hotpotqa,canonical,ms2,5ab6d09255429954757d337d,0,0,1.0
hotpotqa,canonical,ms2,5ab84bf555429916710eb01f,0,0,1.0
hotpotqa,canonical,ms2,5ab859a955429934fafe6d7b,0,0,1.0
hotpotqa,canonical,ms2,5ab96ab755429970cfb8eacd,0,0,1.0
hotpotqa,canonical,ms2,5abbf698554299114383a0b5,0,0,1.0
hotpotqa,canonical,ms2,5abc0a5d5542993f40c73c64,0,0,1.0
hotpotqa,canonical,ms2,5abd259d55429924427fcf1a,0,0,1.0
hotpotqa,canonical,ms2,5abf63f15542997ec76fd3ea,0,0,1.0
hotpotqa,canonical,ms2,5ac23ff0554299636651994d,0,0,1.0
hotpotqa,canonical,ms2,5ac2acff55429921a00ab02b,0,0,1.0
hotpotqa,canonical,ms2,5adbf0a255429947ff17385a,0,0,1.0
hotpotqa,canonical,ms2,5add61d65542995b365fab21,0,0,1.0
hotpotqa,canonical,ms2,5adddccd5542997dc7907069,0,0,1.0
hotpotqa,canonical,ms2,5adf37a95542995ec70e8f97,0,0,1.0
hotpotqa,canonical,ms2,5ae0361155429925eb1afc2c,0,0,1.0
hotpotqa,canonical,ms2,5ae0d4c9554299603e418468,0,0,1.0
hotpotqa,canonical,ms2,5ae22b8d554299234fd0440f,0,0,1.0
hotpotqa,canonical,ms2,5ae6050f55429929b0807a5e,0,0,1.0
hotpotqa,canonical,ms2,5ae7ba7a5542993210983f12,0,0,1.0
hotpotqa,task1_larger,ms1,5a7166395542994082a3e814,1,0,0.0
hotpotqa,task1_larger,ms1,5a722b8655429971e9dc9329,3,3,1.0
hotpotqa,task1_larger,ms1,5a7320565542991f9a20c61d,0,0,1.0
hotpotqa,task1_larger,ms1,5a74106b55429979e288289e,2,2,1.0
hotpotqa,task1_larger,ms1,5a7571135542992d0ec05f98,0,0,1.0
hotpotqa,task1_larger,ms1,5a75e05c55429976ec32bc5f,5,5,1.0
hotpotqa,task1_larger,ms1,5a760ab65542994ccc918697,0,0,1.0
hotpotqa,task1_larger,ms1,5a79311755429970f5fffe67,33,30,0.8
hotpotqa,task1_larger,ms1,5a7a0e1e5542990783324e1a,2,2,1.0
hotpotqa,task1_larger,ms1,5a7bbb64554299042af8f7cc,2,3,0.6666666666666666
hotpotqa,task1_larger,ms1,5a7cc50e554299452d57ba3e,16,16,1.0
hotpotqa,task1_larger,ms1,5a7d54165542995f4f402256,3,3,1.0
hotpotqa,task1_larger,ms1,5a80721b554299485f5985ef,5,5,1.0
hotpotqa,task1_larger,ms1,5a80840f554299485f59863b,0,0,1.0
hotpotqa,task1_larger,ms1,5a8133725542995ce29dcbdb,29,31,0.9354838709677419
hotpotqa,task1_larger,ms1,5a828c8355429966c78a6a50,1,1,1.0
hotpotqa,task1_larger,ms1,5a85b2d95542997b5ce40028,0,0,1.0
hotpotqa,task1_larger,ms1,5a85ea095542994775f606a8,12,12,1.0
hotpotqa,task1_larger,ms1,5a85fb085542994775f606de,1,1,1.0
hotpotqa,task1_larger,ms1,5a877e5d5542993e715abf7d,0,0,1.0
hotpotqa,task1_larger,ms1,5a87ab905542996e4f3088c1,0,0,1.0
hotpotqa,task1_larger,ms1,5a8a3e745542996c9b8d5e70,0,0,1.0
hotpotqa,task1_larger,ms1,5a8a43eb5542996c9b8d5e82,2,2,1.0
hotpotqa,task1_larger,ms1,5a8b20335542996c9b8d5fb3,15,15,1.0
hotpotqa,task1_larger,ms1,5a8c7595554299585d9e36b6,0,1,0.0
hotpotqa,task1_larger,ms1,5a8e3ea95542995a26add48d,3,3,1.0
hotpotqa,task1_larger,ms1,5a8ef2a75542995a26add583,0,0,1.0
hotpotqa,task1_larger,ms1,5a8f4c8d554299458435d5a3,0,0,1.0
hotpotqa,task1_larger,ms1,5ab2d3df554299194fa9352c,14,14,1.0
hotpotqa,task1_larger,ms1,5ab3b0bf5542992ade7c6e39,34,33,0.9142857142857143
hotpotqa,task1_larger,ms1,5ab3e45655429976abd1bcd4,0,0,1.0
hotpotqa,task1_larger,ms1,5ab51dae5542991779162d82,2,2,1.0
hotpotqa,task1_larger,ms1,5ab56e32554299637185c594,0,0,1.0
hotpotqa,task1_larger,ms1,5ab6d09255429954757d337d,138,136,0.8639455782312925
hotpotqa,task1_larger,ms1,5ab84bf555429916710eb01f,10,10,1.0
hotpotqa,task1_larger,ms1,5ab859a955429934fafe6d7b,2,2,1.0
hotpotqa,task1_larger,ms1,5ab96ab755429970cfb8eacd,11,11,1.0
hotpotqa,task1_larger,ms1,5abbf698554299114383a0b5,56,56,1.0
hotpotqa,task1_larger,ms1,5abc0a5d5542993f40c73c64,4,3,0.75
hotpotqa,task1_larger,ms1,5abd259d55429924427fcf1a,0,0,1.0
hotpotqa,task1_larger,ms1,5abf63f15542997ec76fd3ea,8,8,1.0
hotpotqa,task1_larger,ms1,5ac23ff0554299636651994d,1,1,1.0
hotpotqa,task1_larger,ms1,5ac2acff55429921a00ab02b,2,2,1.0
hotpotqa,task1_larger,ms1,5adbf0a255429947ff17385a,4,4,1.0
hotpotqa,task1_larger,ms1,5add61d65542995b365fab21,23,24,0.88
hotpotqa,task1_larger,ms1,5adddccd5542997dc7907069,6,6,1.0
hotpotqa,task1_larger,ms1,5adf37a95542995ec70e8f97,1,1,1.0
hotpotqa,task1_larger,ms1,5ae0361155429925eb1afc2c,27,27,1.0
hotpotqa,task1_larger,ms1,5ae0d4c9554299603e418468,4,4,1.0
hotpotqa,task1_larger,ms1,5ae22b8d554299234fd0440f,8,6,0.75
hotpotqa,task1_larger,ms1,5ae6050f55429929b0807a5e,19,15,0.7894736842105263
hotpotqa,task1_larger,ms1,5ae7ba7a5542993210983f12,29,19,0.6551724137931034
hotpotqa,task1_larger,ms1_drop_mutual,5a7166395542994082a3e814,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a722b8655429971e9dc9329,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a7320565542991f9a20c61d,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a74106b55429979e288289e,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a7571135542992d0ec05f98,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a75e05c55429976ec32bc5f,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a760ab65542994ccc918697,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a79311755429970f5fffe67,9,8,0.8888888888888888
hotpotqa,task1_larger,ms1_drop_mutual,5a7a0e1e5542990783324e1a,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a7bbb64554299042af8f7cc,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a7cc50e554299452d57ba3e,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a7d54165542995f4f402256,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a80721b554299485f5985ef,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a80840f554299485f59863b,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8133725542995ce29dcbdb,7,7,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a828c8355429966c78a6a50,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a85b2d95542997b5ce40028,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a85ea095542994775f606a8,1,1,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a85fb085542994775f606de,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a877e5d5542993e715abf7d,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a87ab905542996e4f3088c1,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8a3e745542996c9b8d5e70,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8a43eb5542996c9b8d5e82,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8b20335542996c9b8d5fb3,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8c7595554299585d9e36b6,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8e3ea95542995a26add48d,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8ef2a75542995a26add583,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5a8f4c8d554299458435d5a3,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab2d3df554299194fa9352c,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab3b0bf5542992ade7c6e39,7,7,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab3e45655429976abd1bcd4,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab51dae5542991779162d82,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab56e32554299637185c594,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab6d09255429954757d337d,0,2,0.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab84bf555429916710eb01f,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab859a955429934fafe6d7b,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ab96ab755429970cfb8eacd,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5abbf698554299114383a0b5,6,6,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5abc0a5d5542993f40c73c64,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5abd259d55429924427fcf1a,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5abf63f15542997ec76fd3ea,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ac23ff0554299636651994d,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ac2acff55429921a00ab02b,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5adbf0a255429947ff17385a,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5add61d65542995b365fab21,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5adddccd5542997dc7907069,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5adf37a95542995ec70e8f97,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ae0361155429925eb1afc2c,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ae0d4c9554299603e418468,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ae22b8d554299234fd0440f,0,0,1.0
hotpotqa,task1_larger,ms1_drop_mutual,5ae6050f55429929b0807a5e,9,8,0.7
hotpotqa,task1_larger,ms1_drop_mutual,5ae7ba7a5542993210983f12,0,0,1.0
hotpotqa,task1_larger,ms2,5a7166395542994082a3e814,0,0,1.0
hotpotqa,task1_larger,ms2,5a722b8655429971e9dc9329,0,0,1.0
hotpotqa,task1_larger,ms2,5a7320565542991f9a20c61d,0,0,1.0
hotpotqa,task1_larger,ms2,5a74106b55429979e288289e,0,0,1.0
hotpotqa,task1_larger,ms2,5a7571135542992d0ec05f98,0,0,1.0
hotpotqa,task1_larger,ms2,5a75e05c55429976ec32bc5f,0,0,1.0
hotpotqa,task1_larger,ms2,5a760ab65542994ccc918697,0,0,1.0
hotpotqa,task1_larger,ms2,5a79311755429970f5fffe67,0,0,1.0
hotpotqa,task1_larger,ms2,5a7a0e1e5542990783324e1a,0,0,1.0
hotpotqa,task1_larger,ms2,5a7bbb64554299042af8f7cc,0,0,1.0
hotpotqa,task1_larger,ms2,5a7cc50e554299452d57ba3e,0,0,1.0
hotpotqa,task1_larger,ms2,5a7d54165542995f4f402256,0,0,1.0
hotpotqa,task1_larger,ms2,5a80721b554299485f5985ef,0,0,1.0
hotpotqa,task1_larger,ms2,5a80840f554299485f59863b,0,0,1.0
hotpotqa,task1_larger,ms2,5a8133725542995ce29dcbdb,0,0,1.0
hotpotqa,task1_larger,ms2,5a828c8355429966c78a6a50,0,0,1.0
hotpotqa,task1_larger,ms2,5a85b2d95542997b5ce40028,0,0,1.0
hotpotqa,task1_larger,ms2,5a85ea095542994775f606a8,0,0,1.0
hotpotqa,task1_larger,ms2,5a85fb085542994775f606de,0,0,1.0
hotpotqa,task1_larger,ms2,5a877e5d5542993e715abf7d,0,0,1.0
hotpotqa,task1_larger,ms2,5a87ab905542996e4f3088c1,0,0,1.0
hotpotqa,task1_larger,ms2,5a8a3e745542996c9b8d5e70,0,0,1.0
hotpotqa,task1_larger,ms2,5a8a43eb5542996c9b8d5e82,0,0,1.0
hotpotqa,task1_larger,ms2,5a8b20335542996c9b8d5fb3,0,0,1.0
hotpotqa,task1_larger,ms2,5a8c7595554299585d9e36b6,0,0,1.0
hotpotqa,task1_larger,ms2,5a8e3ea95542995a26add48d,0,0,1.0
hotpotqa,task1_larger,ms2,5a8ef2a75542995a26add583,0,0,1.0
hotpotqa,task1_larger,ms2,5a8f4c8d554299458435d5a3,0,0,1.0
hotpotqa,task1_larger,ms2,5ab2d3df554299194fa9352c,0,0,1.0
hotpotqa,task1_larger,ms2,5ab3b0bf5542992ade7c6e39,0,0,1.0
hotpotqa,task1_larger,ms2,5ab3e45655429976abd1bcd4,0,0,1.0
hotpotqa,task1_larger,ms2,5ab51dae5542991779162d82,0,0,1.0
hotpotqa,task1_larger,ms2,5ab56e32554299637185c594,0,0,1.0
hotpotqa,task1_larger,ms2,5ab6d09255429954757d337d,0,0,1.0
hotpotqa,task1_larger,ms2,5ab84bf555429916710eb01f,0,0,1.0
hotpotqa,task1_larger,ms2,5ab859a955429934fafe6d7b,0,0,1.0
hotpotqa,task1_larger,ms2,5ab96ab755429970cfb8eacd,0,0,1.0
hotpotqa,task1_larger,ms2,5abbf698554299114383a0b5,0,0,1.0
hotpotqa,task1_larger,ms2,5abc0a5d5542993f40c73c64,0,0,1.0
hotpotqa,task1_larger,ms2,5abd259d55429924427fcf1a,0,0,1.0
hotpotqa,task1_larger,ms2,5abf63f15542997ec76fd3ea,0,0,1.0
hotpotqa,task1_larger,ms2,5ac23ff0554299636651994d,0,0,1.0
hotpotqa,task1_larger,ms2,5ac2acff55429921a00ab02b,0,0,1.0
hotpotqa,task1_larger,ms2,5adbf0a255429947ff17385a,0,0,1.0
hotpotqa,task1_larger,ms2,5add61d65542995b365fab21,0,0,1.0
hotpotqa,task1_larger,ms2,5adddccd5542997dc7907069,0,0,1.0
hotpotqa,task1_larger,ms2,5adf37a95542995ec70e8f97,0,0,1.0
hotpotqa,task1_larger,ms2,5ae0361155429925eb1afc2c,0,0,1.0
hotpotqa,task1_larger,ms2,5ae0d4c9554299603e418468,0,0,1.0
hotpotqa,task1_larger,ms2,5ae22b8d554299234fd0440f,0,0,1.0
hotpotqa,task1_larger,ms2,5ae6050f55429929b0807a5e,0,0,1.0
hotpotqa,task1_larger,ms2,5ae7ba7a5542993210983f12,0,0,1.0
scidocs,canonical,ms1,01d208b33561362f7714f714d3bc4a1f7aa1637c,11,11,0.6923076923076923
scidocs,canonical,ms1,04e4034344bda5c97015ea634e6eb1b65ef3a898,44,46,0.9565217391304348
scidocs,canonical,ms1,065985d4d0854c51f52ad7a7507b267d9b88ab1c,34,30,0.8285714285714286
scidocs,canonical,ms1,0674058618d04def58c79a0b28174301ef591433,20,20,0.8181818181818182
scidocs,canonical,ms1,071f47b7bc5830643e31dbed82e0375bf9b26559,8,8,1.0
