order,query_id,split,method,budget,budget_frac,ndcg,delta_vs_bm25,topk_overlap_vs_exhaustive,topk_overlap_vs_bm25,kendall_tau_vs_exhaustive
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,fixed_blend,21,0.2,0.9512312000626861,0.09243522610906885,0.6666666666666666,0.5384615384615384,0.4095238095238095
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,regularized_bt,21,0.2,0.8990671370233444,0.04027116306972711,0.5384615384615384,0.6666666666666666,0.3523809523809524
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,exhaustive,21,0.2,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,1.0
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,initial_bm25,42,0.4,0.8587959739536173,0.0,0.3333333333333333,1.0,-0.009523809523809525
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,sparse_copeland,42,0.4,0.9505310077117098,0.09173503375809255,1.0,0.3333333333333333,0.7714285714285715
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,pure_bt_no_prior,42,0.4,0.943473299121064,0.08467732516744675,1.0,0.3333333333333333,0.8666666666666667
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,fixed_blend,42,0.4,0.9896062251871525,0.13081025123353518,0.6666666666666666,0.5384615384615384,0.6952380952380952
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,regularized_bt,42,0.4,0.9896062251871525,0.13081025123353518,0.6666666666666666,0.5384615384615384,0.6190476190476191
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,exhaustive,42,0.4,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,1.0
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,initial_bm25,63,0.6,0.8587959739536173,0.0,0.3333333333333333,1.0,-0.009523809523809525
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,sparse_copeland,63,0.6,0.9512312000626861,0.09243522610906885,0.8181818181818182,0.42857142857142855,0.8666666666666667
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,pure_bt_no_prior,63,0.6,0.9068250379649666,0.04802906401134932,1.0,0.3333333333333333,0.9238095238095239
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,fixed_blend,63,0.6,0.9747429528567879,0.11594697890317063,0.8181818181818182,0.42857142857142855,0.7714285714285715
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,regularized_bt,63,0.6,0.9068250379649666,0.04802906401134932,0.8181818181818182,0.42857142857142855,0.7904761904761904
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,exhaustive,63,0.6,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,1.0
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,initial_bm25,105,1.0,0.8587959739536173,0.0,0.3333333333333333,1.0,-0.009523809523809525
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,sparse_copeland,105,1.0,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,1.0
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,pure_bt_no_prior,105,1.0,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,1.0
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,fixed_blend,105,1.0,0.9747429528567879,0.11594697890317063,0.8181818181818182,0.42857142857142855,0.9238095238095239
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,regularized_bt,105,1.0,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,0.9619047619047619
random,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,exhaustive,105,1.0,0.9512312000626861,0.09243522610906885,1.0,0.3333333333333333,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,0,0.0,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,0,0.0,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,0,0.0,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,0,0.0,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,0,0.0,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,0,0.0,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,1,0.009523809523809525,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,1,0.009523809523809525,1.0,0.0,0.5384615384615384,1.0,0.4666666666666667
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,1,0.009523809523809525,1.0,0.0,0.5384615384615384,1.0,0.4666666666666667
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,1,0.009523809523809525,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,1,0.009523809523809525,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,1,0.009523809523809525,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,5,0.047619047619047616,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,5,0.047619047619047616,0.830419897363192,-0.169580102636808,0.5384615384615384,0.6666666666666666,0.3142857142857143
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,5,0.047619047619047616,0.6608397947263839,-0.3391602052736161,0.5384615384615384,0.6666666666666666,0.3333333333333333
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,5,0.047619047619047616,0.9896062251871525,-0.010393774812847534,0.5384615384615384,0.8181818181818182,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,5,0.047619047619047616,1.0,0.0,0.5384615384615384,0.8181818181818182,0.5047619047619047
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,5,0.047619047619047616,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,10,0.09523809523809523,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,10,0.09523809523809523,0.9668342083190152,-0.03316579168098477,0.6666666666666666,0.5384615384615384,0.42857142857142855
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,10,0.09523809523809523,0.8840530210968294,-0.11594697890317063,0.6666666666666666,0.5384615384615384,0.4095238095238095
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,10,0.09523809523809523,0.9896062251871525,-0.010393774812847534,0.6666666666666666,0.5384615384615384,0.5238095238095238
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,10,0.09523809523809523,1.0,0.0,0.6666666666666666,0.5384615384615384,0.5428571428571428
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,10,0.09523809523809523,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,21,0.2,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,21,0.2,0.975788054854922,-0.024211945145077962,0.6666666666666666,0.6666666666666666,0.5428571428571428
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,21,0.2,0.9330795243082165,-0.0669204756917835,0.6666666666666666,0.5384615384615384,0.5428571428571428
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,21,0.2,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,21,0.2,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6571428571428571
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,21,0.2,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,42,0.4,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,42,0.4,0.9818483242455303,-0.018151675754469743,1.0,0.5384615384615384,0.7142857142857143
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,42,0.4,1.0,0.0,1.0,0.5384615384615384,0.8095238095238095
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,42,0.4,1.0,0.0,1.0,0.5384615384615384,0.8095238095238095
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,42,0.4,1.0,0.0,1.0,0.5384615384615384,0.8476190476190476
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,42,0.4,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,63,0.6,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,63,0.6,0.9896062251871525,-0.010393774812847534,1.0,0.5384615384615384,0.7333333333333333
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,63,0.6,1.0,0.0,1.0,0.5384615384615384,0.8476190476190476
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,63,0.6,1.0,0.0,1.0,0.5384615384615384,0.8095238095238095
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,63,0.6,1.0,0.0,1.0,0.5384615384615384,0.8095238095238095
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,63,0.6,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,initial_bm25,105,1.0,1.0,0.0,0.5384615384615384,1.0,0.4857142857142857
random,e642d6014a5762128a28f85dae2228826e682974,test,sparse_copeland,105,1.0,1.0,0.0,1.0,0.5384615384615384,1.0
random,e642d6014a5762128a28f85dae2228826e682974,test,pure_bt_no_prior,105,1.0,1.0,0.0,1.0,0.5384615384615384,0.9619047619047619
random,e642d6014a5762128a28f85dae2228826e682974,test,fixed_blend,105,1.0,1.0,0.0,1.0,0.5384615384615384,0.9809523809523809
random,e642d6014a5762128a28f85dae2228826e682974,test,regularized_bt,105,1.0,1.0,0.0,1.0,0.5384615384615384,0.9428571428571428
random,e642d6014a5762128a28f85dae2228826e682974,test,exhaustive,105,1.0,1.0,0.0,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,0,0.0,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,0,0.0,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,0,0.0,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,0,0.0,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,0,0.0,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,0,0.0,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,1,0.009523809523809525,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,1,0.009523809523809525,0.8687949224876582,0.14606834984270634,0.5384615384615384,0.8181818181818182,0.2761904761904762
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,1,0.009523809523809525,0.8687949224876582,0.14606834984270634,0.5384615384615384,0.8181818181818182,0.2761904761904762
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,1,0.009523809523809525,0.7227265726449519,0.0,0.42857142857142855,0.8181818181818182,0.18095238095238095
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,1,0.009523809523809525,0.7227265726449519,0.0,0.42857142857142855,0.8181818181818182,0.14285714285714285
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,1,0.009523809523809525,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,5,0.047619047619047616,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,5,0.047619047619047616,0.8207658584763088,0.0980392858313569,0.5384615384615384,0.42857142857142855,0.23809523809523808
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,5,0.047619047619047616,0.8207658584763088,0.0980392858313569,0.5384615384615384,0.42857142857142855,0.1619047619047619
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,5,0.047619047619047616,0.843537875344446,0.12081130269949414,0.5384615384615384,0.8181818181818182,0.23809523809523808
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,5,0.047619047619047616,0.7227265726449519,0.0,0.5384615384615384,1.0,0.1619047619047619
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,5,0.047619047619047616,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,10,0.09523809523809523,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,10,0.09523809523809523,0.9560290452802053,0.2333024726352534,0.42857142857142855,0.42857142857142855,0.4095238095238095
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,10,0.09523809523809523,0.8687949224876582,0.14606834984270634,0.42857142857142855,0.42857142857142855,0.44761904761904764
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,10,0.09523809523809523,0.9668342083190152,0.24410763567406335,0.5384615384615384,0.5384615384615384,0.4666666666666667
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,10,0.09523809523809523,0.8297197050122157,0.10699313236726382,0.42857142857142855,0.6666666666666666,0.29523809523809524
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,10,0.09523809523809523,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,21,0.2,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,21,0.2,0.9708923176105698,0.24816574496561794,0.8181818181818182,0.5384615384615384,0.6190476190476191
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,21,0.2,0.975788054854922,0.25306148220997016,0.8181818181818182,0.5384615384615384,0.6952380952380952
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,21,0.2,0.9896062251871525,0.2668796525422006,0.8181818181818182,0.6666666666666666,0.6952380952380952
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,21,0.2,0.9560290452802053,0.2333024726352534,0.8181818181818182,0.6666666666666666,0.5238095238095238
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,21,0.2,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,42,0.4,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,42,0.4,0.9818483242455303,0.2591217516005784,0.8181818181818182,0.5384615384615384,0.7142857142857143
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,42,0.4,1.0,0.2772734273550481,0.8181818181818182,0.5384615384615384,0.8095238095238095
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,42,0.4,0.9896062251871525,0.2668796525422006,0.8181818181818182,0.5384615384615384,0.7142857142857143
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,42,0.4,0.9896062251871525,0.2668796525422006,0.8181818181818182,0.6666666666666666,0.6952380952380952
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,42,0.4,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,63,0.6,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,63,0.6,1.0,0.2772734273550481,0.8181818181818182,0.5384615384615384,0.7142857142857143
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,63,0.6,1.0,0.2772734273550481,0.8181818181818182,0.5384615384615384,0.8285714285714286
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,63,0.6,1.0,0.2772734273550481,0.8181818181818182,0.6666666666666666,0.7142857142857143
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,63,0.6,1.0,0.2772734273550481,0.8181818181818182,0.6666666666666666,0.7333333333333333
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,63,0.6,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,initial_bm25,105,1.0,0.7227265726449519,0.0,0.5384615384615384,1.0,0.12380952380952381
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,sparse_copeland,105,1.0,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,pure_bt_no_prior,105,1.0,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,fixed_blend,105,1.0,1.0,0.2772734273550481,1.0,0.5384615384615384,0.9809523809523809
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,regularized_bt,105,1.0,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
random,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,exhaustive,105,1.0,1.0,0.2772734273550481,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,0,0.0,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,0,0.0,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,0,0.0,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,0,0.0,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,0,0.0,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,0,0.0,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,1,0.009523809523809525,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,1,0.009523809523809525,0.9818483242455303,0.21401539715188256,0.42857142857142855,0.8181818181818182,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,1,0.009523809523809525,0.9818483242455303,0.21401539715188256,0.42857142857142855,0.8181818181818182,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,1,0.009523809523809525,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,1,0.009523809523809525,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,1,0.009523809523809525,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,5,0.047619047619047616,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,5,0.047619047619047616,0.9896062251871525,0.22177329809350477,0.5384615384615384,0.6666666666666666,0.5619047619047619
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,5,0.047619047619047616,0.8539316501572937,0.08609872306364597,0.5384615384615384,0.5384615384615384,0.4857142857142857
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,5,0.047619047619047616,0.7738931964842559,0.0060602693906082195,0.5384615384615384,0.8181818181818182,0.5428571428571428
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,5,0.047619047619047616,0.7738931964842559,0.0060602693906082195,0.5384615384615384,0.8181818181818182,0.5047619047619047
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,5,0.047619047619047616,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,10,0.09523809523809523,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,10,0.09523809523809523,1.0,0.2321670729063523,0.6666666666666666,0.6666666666666666,0.6190476190476191
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,10,0.09523809523809523,0.8200261225503443,0.05219319545669665,0.6666666666666666,0.42857142857142855,0.5428571428571428
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,10,0.09523809523809523,0.7816510974258781,0.013818170332230428,0.6666666666666666,0.8181818181818182,0.6
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,10,0.09523809523809523,0.7816510974258781,0.013818170332230428,0.6666666666666666,0.8181818181818182,0.580952380952381
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,10,0.09523809523809523,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,21,0.2,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,21,0.2,0.9415771611758031,0.17374423408215545,0.8181818181818182,0.5384615384615384,0.638095238095238
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,21,0.2,0.9747429528567879,0.20691002576314022,0.8181818181818182,0.5384615384615384,0.7523809523809524
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,21,0.2,0.9512312000626861,0.18339827296903843,0.8181818181818182,0.6666666666666666,0.7142857142857143
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,21,0.2,0.7816510974258781,0.013818170332230428,1.0,0.5384615384615384,0.7142857142857143
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,21,0.2,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,42,0.4,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,42,0.4,0.8930068676327362,0.12517394053908848,0.8181818181818182,0.5384615384615384,0.6190476190476191
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,42,0.4,0.9818483242455303,0.21401539715188256,0.6666666666666666,0.8181818181818182,0.7904761904761904
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,42,0.4,0.9818483242455303,0.21401539715188256,0.8181818181818182,0.6666666666666666,0.7333333333333333
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,42,0.4,0.943473299121064,0.17564037202741634,0.8181818181818182,0.6666666666666666,0.7333333333333333
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,42,0.4,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,63,0.6,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,63,0.6,0.9668342083190152,0.19900128122536753,0.8181818181818182,0.5384615384615384,0.7523809523809524
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,63,0.6,0.9818483242455303,0.21401539715188256,0.8181818181818182,0.5384615384615384,0.8476190476190476
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,63,0.6,0.9747429528567879,0.20691002576314022,1.0,0.5384615384615384,0.7904761904761904
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,63,0.6,0.9747429528567879,0.20691002576314022,1.0,0.5384615384615384,0.8285714285714286
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,63,0.6,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,initial_bm25,105,1.0,0.7678329270936477,0.0,0.5384615384615384,1.0,0.4095238095238095
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,sparse_copeland,105,1.0,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,pure_bt_no_prior,105,1.0,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,fixed_blend,105,1.0,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,0.9047619047619048
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,regularized_bt,105,1.0,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,exhaustive,105,1.0,0.9896062251871525,0.22177329809350477,1.0,0.5384615384615384,1.0
static_adjacent,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,test,initial_bm25,0,0.0,0.7618017901203944,0.0,0.6666666666666666,1.0,0.37142857142857144
